CUSTOMER_ID,CUSTOMER_SIGN_UP_DATE,CUSTOMER_COMPANY_DISTRICT,CUSTOMER_AGE,CUSTOMER_COMPANY_SIZE,CUSTOMER_ACQUISITION_SOURCE,CUSTOMER_INDUSTRY,CUSTOMER_REVENUE_USD_AMT,CUSTOMER_TOTAL_LOAN_DEFAULTED_COUNT,LOAN_ID,LOAN_PRODUCT_NAME,LOAN_DISBURSAL_USD_AMT,LOAN_DISBURSAL_DATE_LCL_TS
00868ac4102b5e19e384edb1e64f292b,1/31/2021,SUBANG JAYA,46,Small,EDMs,Motor Vehicles Repair,12580.65,1,896b36e57990653719acb477ddbaf588SG,Credit Line,4694.82,2/26/2022
00868ac4102b5e19e384edb1e64f292b,1/31/2021,SUBANG JAYA,46,Small,EDMs,Motor Vehicles Repair,12580.65,1,9405607643ea0b14a2b733ce5dc9df42SG,Credit Line,4694.82,5/26/2022
00868ac4102b5e19e384edb1e64f292b,1/31/2021,SUBANG JAYA,46,Small,EDMs,Motor Vehicles Repair,12580.65,1,6154dda63ebd31e0e133776524c76456SG,Credit Line,4694.82,3/26/2022
00868ac4102b5e19e384edb1e64f292b,1/31/2021,SUBANG JAYA,46,Small,EDMs,Motor Vehicles Repair,12580.65,1,d5f4b437eaa67bdf6c342aeb1a81c626SG,Credit Line,4694.82,6/26/2022
00868ac4102b5e19e384edb1e64f292b,1/31/2021,SUBANG JAYA,46,Small,EDMs,Motor Vehicles Repair,12580.65,1,3ba31085f1331d7b08860ad4be381ec3SG,Credit Line,4694.82,7/26/2022
00868ac4102b5e19e384edb1e64f292b,1/31/2021,SUBANG JAYA,46,Small,EDMs,Motor Vehicles Repair,12580.65,1,32cf6746c26271ec101c3fc2483005eeSG,Credit Line,4694.82,10/26/2021
00868ac4102b5e19e384edb1e64f292b,1/31/2021,SUBANG JAYA,46,Small,EDMs,Motor Vehicles Repair,12580.65,1,dbc3217298c9ec6867984bb6446437f3SG,Credit Line,4694.82,11/26/2021
008ec3c988a9b12f05b42ec7f3bec40c,7/21/2023,DURIAN TUNGGAL,28,Small,Others,Motor Vehicles Repair,1770.08,0,2dd04255ec5052edb6cdcb04e3d8e0caSG,TERM_LOAN,6392.79,10/10/2023
00a21b2bdf504c2dd85ba67a7b36e8f3,12/23/2020,SEMENYIH,34,Small,Digital Marketing,F&B,9624.73,1,0a95ff2f9792c9f262ba0ba0994e3a95SG,TERM_LOAN,10954.59,12/30/2021
00a7add28a08e1d0ef2d7538bebb58aa,10/11/2019,CYBERJAYA,30,Small,,Other Service Activities,10748.85,0,87fc6788d930d0adbd354e5206c71134SG,TERM_LOAN,15649.41,10/25/2019
00b97f89e0f626c9dfa7e1c2a0dffafe,12/3/2019,LAHAT,45,Small,Employee Referrals,Motor Vehicles Repair,22249.53,1,197f8884a95ae40d3de1adf0b8da09d5SG,TERM_LOAN,15649.41,7/1/2021
00b97f89e0f626c9dfa7e1c2a0dffafe,12/3/2019,LAHAT,45,Small,,Motor Vehicles Repair,22249.53,1,bd33b896f9ada79765204aa32bb7690cSG,TERM_LOAN,15649.41,12/24/2019
00cf0328e4477af3be61a1a5224d8aca,2/3/2022,SUNGAI PETANI,36,Micro,Digital Marketing,Motor Vehicles Repair,1136.75,0,1eafa382c7ebe037d06e755a1775c07aSG,TERM_LOAN,3098.58,9/21/2023
00f96267e63bd74cee24f59bc7053758,6/22/2020,PETALING JAYA,33,Small,Digital Marketing,Motor Vehicles Repair,3869.6,0,ac9c0c7678e4664d2704929164d8ce73SG,TERM_LOAN,5633.79,6/26/2020
013b1e6618de63dd97be1dd575057070,8/16/2022,Cyberjaya,47,Small,Brokers,F&B,10242.1,1,c6dc901d5ec0b231a2ac0d06013d7375SG,TERM_LOAN,15649.41,9/1/2022
014e71299309383e3bfbadffa5a28275,2/21/2023,Petaling Jaya,41,Medium,Brokers,Motor Vehicles Repair,21035.61,0,68000ce61d0bc2404326c94d60de2baaSG,TERM_LOAN,34428.71,3/7/2023
016032be83b4e68a88d30f4db55c893e,1/10/2023,TEMERLOH,43,Micro,Digital Marketing,Other Service Activities,5210.98,0,cf53264eba731a362ef12a9f7b566b34SG,TERM_LOAN,5508.59,3/2/2023
016a798f253d73af6d812860962b7671,7/5/2021,IPOH,40,Small,Sales Force,Motor Vehicles Repair,20628.91,1,93b69bff52bcfa823cfbadd6272de473SG,TERM_LOAN,15649.41,2/28/2023
016a798f253d73af6d812860962b7671,7/5/2021,IPOH,40,Small,Employee Referrals,Motor Vehicles Repair,20628.91,1,fd06d706b55dd2a87fb79a0b3dd4aedbSG,TERM_LOAN,15649.41,8/8/2022
01715244447fc6eec099f2b8a2761e81,5/18/2022,KUALA LUMPUR,29,Small,Organic,Information and Communication,1689.64,1,cb7a85af096bcd5cd222c60dcf7c6b72SG,TERM_LOAN,1877.93,5/26/2022
017c0cd09b2e3b7c235a3e069ed3c115,9/2/2023,Bukit Mertajam,37,Small,Brokers,"Agriculture, Forestry and Fishing",4285.57,0,a4fa3c608d1fbe248776bb2ed535b5ebSG,TERM_LOAN,12050.05,9/13/2023
018d825db948e6759b045477753ecc9a,11/12/2022,JOHOR BAHRU,43,Small,Organic,Administrative and Support Service Activities,12241.02,0,55f7801f1696b2bee5b6660fd66cf6d6SG,TERM_LOAN,15649.41,11/29/2022
018e5ba546e002eca3b57dc38ed54194,8/18/2022,KOTA KINABALU,46,Small,Platform Partners,F&B,4540.62,0,d4386ae3802d868b3d916d44c30c5d5eSG,TERM_LOAN,4194.04,9/6/2022
0199911855e21c1b027d3946b0e5e25d,5/17/2022,JOHOR BAHRU,31,Small,Digital Marketing,Motor Vehicles Repair,15559.39,0,b37765373d41f398baf0f72acb3defa3SG,TERM_LOAN,15649.41,5/31/2022
01e0a2bbe5804321c7b424123afe210b,3/31/2022,KOTA KINABALU,35,Small,Digital Marketing,F&B,2134.57,0,21ad1abc7a417f39f0de9ea622312160SG,TERM_LOAN,1564.94,4/28/2022
01e0a2bbe5804321c7b424123afe210b,3/31/2022,KOTA KINABALU,35,Small,Digital Marketing,F&B,2134.57,0,42a5c8e245a219d162371770b7fb8e9dSG,TERM_LOAN,1564.94,11/21/2022
01ec9740e22a4ea616f673de77bd9702,6/1/2018,,63,Small,,Motor Vehicles Repair,857.29,1,425abaed5a5e3857e2dc379d975dea5dSG,TERM_LOAN,3129.88,6/12/2018
01fcce7f1de10fb1543a55a05c2e74df,12/30/2019,SHAH ALAM,28,Micro,Digital Marketing,Professional Activities,2080.41,1,3d13ebe83f55cb39909c4296cdbe5e63SG,TERM_LOAN,1564.94,9/1/2021
01fcce7f1de10fb1543a55a05c2e74df,12/30/2019,SHAH ALAM,28,Micro,Digital Marketing,Professional Activities,2080.41,1,9046ddb2b1cd3aba3d6ed94d3a7eb53fSG,TERM_LOAN,1564.94,8/12/2020
0225a4f4106bc1fead90bb09031794ac,6/25/2018,BACHOK,53,Micro,,Other Service Activities,644.93,0,071d9f10d2f46cdac0652ec2a094072fSG,TERM_LOAN,938.96,10/31/2019
024a5a91e57386955a7ad275bdba0364,4/11/2023,BANDAR PUNCAK ALAM,31,Small,Organic,Motor Vehicles Repair,7138.63,1,2f88a0812467c0aa2a50ee0a53ea1338SG,TERM_LOAN,16181.49,4/27/2023
024f0877e61dbd314741b81415f9ec63,11/15/2020,KUALA LUMPUR,30,Medium,Digital Marketing,Motor Vehicles Repair,47655.84,0,ca8d00db70491ace1f85cb79549d913aSG,TERM_LOAN,61439.6,10/18/2022
0257be32536a80e5adfb50dcfa1db374,1/31/2021,SHAH ALAM,38,Small,Digital Marketing,F&B,8382.04,1,2ccd769bd99c89969f988c94bfd0fd39SG,TERM_LOAN,1564.94,3/17/2021
0257be32536a80e5adfb50dcfa1db374,1/31/2021,SHAH ALAM,38,Small,Digital Marketing,F&B,8382.04,1,e12fbe25fee8fd3bb96e8451d12289cfSG,TERM_LOAN,4068.85,2/17/2022
0257be32536a80e5adfb50dcfa1db374,1/31/2021,SHAH ALAM,38,Small,Platform Partners,F&B,8382.04,1,7468ae75ba206ddd5eb28f07520b8541SG,TERM_LOAN,6478.86,12/14/2022
0260d82adff0cee03afa300b25687db7,11/28/2022,KUALA LUMPUR,32,Micro,Platform Partners,F&B,1843.43,1,43571b61888e35dada88ac956e84fbadSG,TERM_LOAN,3129.88,12/13/2022
0268fc4998228228976f022d021de4ec,2/19/2023,BANDAR BARU BANGI,32,Micro,Digital Marketing,Professional Activities,8311.8,1,698682248256083731c87b3624b5d9b7SG,TERM_LOAN,17214.36,4/18/2023
0273287e9a6d381849f81ec7a0526243,11/16/2022,KUANTAN,32,Small,Brokers,Storage,22790.14,0,64336309b00183a356a50926bf927468SG,TERM_LOAN,31298.83,12/29/2022
0279e460d4678d2fef95fb56acf39f57,7/5/2022,PETALING JAYA,36,Micro,EDMs,Administrative and Support Service Activities,7839.43,0,3d361508706ae2c245d06869869b8f1dSG,TERM_LOAN,9389.65,7/14/2022
027cbd9b9f0681a3c1df2f42fd94a511,10/7/2018,MUAR,55,Medium,Organic,Motor Vehicles Repair,33835.9,0,0f1225bf617b595921d0ddd5522dc8fdSG,TERM_LOAN,34428.71,5/15/2023
02888efa1e4921820a33ec7b5139040e,1/30/2023,IPOH,40,Small,Organic,Other Service Activities,9944.66,1,8d9f85b732f3e70f66bf24ff906e7c9dSG,TERM_LOAN,20657.23,3/15/2023
028c36807a7dcf232208280800fb046c,7/28/2022,SERI KEMBANGAN,48,Small,Brokers,F&B,8631.49,0,6a35f2e95920c5a732e48c8fa48737d7SG,TERM_LOAN,10579,8/11/2022
0294833935af3ece3da9e5b966cdbf69,3/14/2023,LANGKAWI,30,Micro,Organic,Administrative and Support Service Activities,2682.31,0,ae647c013a8d9c78223f016c0e4fcce0SG,TERM_LOAN,3442.87,3/24/2023
0294833935af3ece3da9e5b966cdbf69,3/14/2023,LANGKAWI,30,Micro,Organic,Administrative and Support Service Activities,2682.31,0,df82fc4a29fc862632b7f6b5ff0523dcSG,TERM_LOAN,3442.87,10/30/2023
02d91590b88b9db5db3ed6f208562c7f,7/22/2019,PETALING JAYA,38,Small,,Motor Vehicles Repair,12694.33,0,b43a86671beacf6d25e7a54a21660032SG,TERM_LOAN,15649.41,7/31/2019
02e4dcc1bde9326c181b9967427fdea7,8/30/2022,PETALING JAYA,30,Micro,Organic,Motor Vehicles Repair,1051.13,0,97bc895ae41b7ae6d5d2dfa02b137a2fSG,TERM_LOAN,938.96,9/8/2022
02e821fcdaca0c546a61e1814502bae2,10/13/2022,PANDAN,29,Small,Digital Marketing,Motor Vehicles Repair,788.81,1,2541b7bd4460c29146deb503dccb6cc2SG,TERM_LOAN,2503.91,10/31/2022
02eeeff3639cc688907826f9ee6d3c0e,8/29/2022,BUTTERWORTH,34,Micro,Digital Marketing,Motor Vehicles Repair,5235.55,0,96595c66b7d1dee4069a058682a16178SG,TERM_LOAN,5946.78,10/20/2022
031dd4d888ffc104f27c6162129b52ae,12/7/2021,SUBANG JAYA,36,Small,Employee Referrals,Professional Activities,24010.07,0,771871da6708a54dec382801e717ab6dSG,TERM_LOAN,21909.18,1/11/2022
0329f3d4d0e6ef997c105baaf1876c16,6/13/2019,KAJANG,44,Medium,Organic,Motor Vehicles Repair,19656.42,0,f1b31940b474234886c32081a46857f9SG,TERM_LOAN,25477.25,12/22/2023
033377141f9354e64c9633e3fb9b51c5,5/11/2019,,54,Micro,Digital Marketing,Other Service Activities,3086.9,0,b9e524643f105ec1dac357ff236528d1SG,TERM_LOAN,3129.88,5/28/2019
0349b44d5e33422c5b127e7177bc3cd0,7/18/2022,BESTARI JAYA,25,Micro,Digital Marketing,Motor Vehicles Repair,1132.35,0,20eb958fbffe6f7537fb7f38709766cbSG,TERM_LOAN,1564.94,1/9/2023
0358f3509d4017a0d6881a6c9a6c0267,2/16/2021,LABUAN,43,Small,Employee Referrals,Motor Vehicles Repair,21621.9,0,d38aa042503b07300b75fe298e0f68f2SG,TERM_LOAN,7511.72,1/5/2022
0358f3509d4017a0d6881a6c9a6c0267,2/16/2021,LABUAN,43,Small,Employee Referrals,Motor Vehicles Repair,21621.9,0,56ac369534b61255515ab39224e8c74eSG,TERM_LOAN,15649.41,2/25/2021
03667fb7e5293be394c3c51d01873475,5/12/2022,BUTTERWORTH,51,Small,Employee Referrals,Construction,9203.92,1,bb868240506bba7751f4ba727429bdbeSG,TERM_LOAN,1596.24,6/8/2022
03667fb7e5293be394c3c51d01873475,5/12/2022,BUTTERWORTH,51,Small,Digital Marketing,Construction,9203.92,1,e3cbdb67d44655cee772d8a38bdbe922SG,TERM_LOAN,14710.45,1/13/2023
0375a8972279c2750174103a1852877a,6/2/2022,CYBERJAYA,36,Small,Digital Marketing,Motor Vehicles Repair,19008.2,0,48287649d36fe3cc288a5df22a2f43c8SG,TERM_LOAN,15649.41,1/17/2023
0375a8972279c2750174103a1852877a,6/2/2022,CYBERJAYA,36,Small,Digital Marketing,Motor Vehicles Repair,19008.2,0,73fef461f75c0afd320c4289683f12f7SG,TERM_LOAN,15649.41,6/17/2022
03a9b41ed56852db4c9a8a5ba985c120,8/7/2020,KUANTAN,22,Small,Digital Marketing,Motor Vehicles Repair,5528.09,1,0954b28a283e25cfa5c2dc29154c637fSG,TERM_LOAN,3755.86,8/13/2020
03b211ad1cbcc48b87dfb3ae8dac9513,11/5/2019,PUCHONG,40,Small,Digital Marketing,Motor Vehicles Repair,3343.04,1,a733a44802830c43a7467359d56ac1c1SG,TERM_LOAN,4694.82,11/12/2019
03b9579a3a7e89f39239fe2bcab46b41,3/17/2022,KOTA TINGGI,35,Micro,Digital Marketing,Motor Vehicles Repair,3698.35,0,101319d235b0ff14eddc5ea24f6487f4SG,TERM_LOAN,3129.88,3/28/2022
03b9579a3a7e89f39239fe2bcab46b41,3/17/2022,KOTA TINGGI,35,Micro,Digital Marketing,Motor Vehicles Repair,3698.35,0,ef99224adf5af7455c69419f87297470SG,TERM_LOAN,3129.88,10/27/2022
042cc07326c8730b9828facfaf353eeb,5/2/2023,PUSING,26,Small,Brokers,Motor Vehicles Repair,4746.32,0,47a036e7d4bbd5d36db2a0ecc9436190SG,TERM_LOAN,7918.6,5/17/2023
04392f290adcb8e8994e5bc34ec7c3ad,12/16/2022,BAHAU,42,Medium,Brokers,Motor Vehicles Repair,1825.13,1,443e65f8a72181b328c589f15deb7e81SG,TERM_LOAN,3442.87,1/11/2023
0443d8ac7b5b500dc6476ac4b004fd7f,8/19/2022,MASJID TANAH,28,Micro,Organic,F&B,5035.01,0,7a1299ccebee9fb88a3033ca5673686dSG,TERM_LOAN,2973.39,11/15/2022
0447a24d925f906ed4b8ab693152d9ae,10/17/2022,PETALING JAYA,32,Medium,Brokers,Motor Vehicles Repair,7068.34,1,3b66fda703980812eedd4df66ab5978fSG,TERM_LOAN,12206.54,10/28/2022
0469292dcd79b47c097b0d06ab3fab6f,6/13/2022,BATU PAHAT,35,Small,Digital Marketing,Construction,5249.71,1,6897cd06297156d09f8f37321cde2cd8SG,TERM_LOAN,6572.75,11/23/2022
0469292dcd79b47c097b0d06ab3fab6f,6/13/2022,BATU PAHAT,35,Small,Offline Marketing,Construction,5249.71,1,87baf9c71f546f0039068b56d7a4b04dSG,TERM_LOAN,2816.89,6/21/2022
047583362ad466d24c7840c25cb9819d,1/9/2019,SUBANG JAYA,34,Small,Digital Marketing,Manufacturing,6033.36,1,c00215bf558b09a329fc58d81ba4bb17SG,TERM_LOAN,7824.71,8/22/2022
047946fbd2ab04ba0d6aea8042018938,8/16/2022,SHAH ALAM,38,Small,Digital Marketing,Motor Vehicles Repair,4207.57,0,f37214e92d93b4db6e5c099e379694a6SG,TERM_LOAN,3442.87,9/1/2022
047946fbd2ab04ba0d6aea8042018938,8/16/2022,SHAH ALAM,38,Small,Digital Marketing,Motor Vehicles Repair,4207.57,0,ff291ef3b6b3e305f60deac8d8878fcbSG,TERM_LOAN,3442.87,3/20/2023
047b5dd8784c26913c0a5db62849c1d5,6/12/2022,KLUANG,47,Small,Organic,Motor Vehicles Repair,5507.13,0,9256f9151c54f976b2c99126415808ddSG,TERM_LOAN,12738.62,9/14/2023
047c8776bd95b4acef4dc9930522ad55,2/23/2023,KLANG,49,Small,Organic,F&B,7341.28,1,2b0aaef662f396754e9ba3c4a8ef3e70SG,TERM_LOAN,13427.2,3/3/2023
04915a1453da3a2d7bbbd6aa21055bff,6/30/2018,,35,Medium,Platform Partners,Motor Vehicles Repair,25250.96,0,9857e7585bc6b43925d4c81443a40b03SG,TERM_LOAN,14710.45,4/14/2021
04915a1453da3a2d7bbbd6aa21055bff,6/30/2018,,35,Medium,Platform Partners,Motor Vehicles Repair,25250.96,0,1b4e9e4962bbcd6163c4d5220bfba275SG,TERM_LOAN,10954.59,7/10/2018
04985df501944662c543b591a5113e1e,2/6/2020,,40,Small,Employee Referrals,Motor Vehicles Repair,6985.46,0,9815ea4053a6dd2eb5f882adf7a023efSG,TERM_LOAN,9389.65,2/14/2020
04b52591120eacac1e5991f74b08e9d9,5/9/2019,SETAPAK,34,Small,,F&B,5344.73,0,0424b7a09f00603d981694ac5019f566SG,TERM_LOAN,4694.82,8/29/2019
04bb3217a2ecd8269ca8fcf7f1121041,8/30/2021,SEPANG,34,Small,Platform Partners,F&B,3847.81,0,95fe24c8a393d047c1634cae44ec1a63SG,TERM_LOAN,3129.88,10/8/2021
04bb3217a2ecd8269ca8fcf7f1121041,8/30/2021,SEPANG,34,Small,Platform Partners,F&B,3847.81,0,b754d283c9051933a206095247873b9fSG,TERM_LOAN,3129.88,2/7/2023
04c22073932ee30f1e37d091d0de613b,12/16/2022,KUALA LUMPUR,38,Micro,Brokers,F&B,9278.92,1,f9254b9fefcfea4cf812adf97451bd12SG,TERM_LOAN,18059.42,12/28/2022
04dbd3a82342ea20240c7c9c3fc5c650,11/2/2021,KUBANG SEMANG,37,Small,Platform Partners,Motor Vehicles Repair,1209.67,0,ca0036c8e3e672d64421ba9ec33ad6dfSG,TERM_LOAN,1251.95,11/24/2021
04fc67b265790e203496ef02ca7aa310,1/13/2022,SEREMBAN,35,Small,Others,Storage,6361.73,0,b4c2e9b08a02d9d644dd16fa1e320b3bSG,TERM_LOAN,2503.91,1/26/2022
04fc67b265790e203496ef02ca7aa310,1/13/2022,SEREMBAN,35,Small,Others,Storage,6361.73,0,33c47549dd5ea0bad60cb1d50b2c7477SG,TERM_LOAN,5320.8,10/25/2022
0513aeeb3434d1e08aa8b25f2ba78786,5/28/2021,KUALA LUMPUR,45,Small,Brokers,F&B,9127.46,1,94f58710efbc0ffdeb31ee2b24509ea2SG,TERM_LOAN,15649.41,9/14/2021
0514606580fb6b731e8d9f7a9da315c7,4/4/2023,SEMPORNA,40,Small,Organic,Motor Vehicles Repair,4897.94,0,a08225a720f716463ca53408c28cf4b5SG,TERM_LOAN,7230.03,4/17/2023
055a9a133925e564c0f3666e71a098a4,2/21/2023,BINTULU,38,Small,Brokers,F&B,4955.78,1,2b73fcb4e02000ef3e633aed1a23d21cSG,TERM_LOAN,9984.33,3/17/2023
05620c8771b0e90b3e93718e17668b6d,8/3/2022,PASIR MAS,41,Micro,Digital Marketing,Motor Vehicles Repair,1029.32,1,f5d4fd9202997105980ec5a5a26e66aaSG,TERM_LOAN,1877.93,8/12/2022
0574ff8f1b000f209567d1f9fac00bf5,8/21/2018,,41,Small,Organic,Motor Vehicles Repair,9522.51,0,990e79f282d96202ef283a4eb0790fb2SG,TERM_LOAN,15649.41,9/3/2018
05765adf3c98f195db13a7e24a6b3fb7,11/21/2022,MELAKA,44,Small,Platform Partners,F&B,414.43,1,d0d134339bcae5a3b0c1e57ab2e5c027SG,TERM_LOAN,938.96,11/29/2022
057729cf50836d939d039adc4dbb45af,3/13/2023,KLANG,39,Small,Organic,F&B,39216.41,0,c612700f506376df0d93317c03e7650aSG,TERM_LOAN,68857.42,4/6/2023
0581e3a56ab51db67e8bc93a8992d626,3/10/2022,KUALA LUMPUR,51,Micro,Digital Marketing,F&B,1971.25,0,c9eeed9f3b90828480e94fe2d8053dcdSG,TERM_LOAN,2410.01,3/20/2023
058797a92f237962871c32ca7b572faa,9/13/2021,SEREMBAN,43,Small,Organic,Motor Vehicles Repair,9971.96,0,bbab7856f1c2cdd2283a7c732d447dccSG,TERM_LOAN,6259.77,4/20/2022
058797a92f237962871c32ca7b572faa,9/13/2021,SEREMBAN,43,Small,Employee Referrals,Motor Vehicles Repair,9971.96,0,5252d3f4e11958145a15d88f0af2192aSG,TERM_LOAN,4694.82,9/22/2021
058e5e6b3df0f6b8f4db90151f4849ea,3/16/2021,KEPONG,34,Small,Others,Motor Vehicles Repair,8566.28,0,6d30a75d53b46b7f16f0b6d5ecafd409SG,TERM_LOAN,10015.62,10/17/2022
05cb9e14177100422db31d2a16fa724a,12/5/2022,RAWANG,31,Small,Digital Marketing,Storage,3854.37,0,b16b0dbdc816ba07c852135079ddd5b3SG,TERM_LOAN,4694.82,12/19/2022
05e5564cd85f519d4d3f1ecd54108cea,4/23/2019,MELAKA,33,Small,,Storage,6449.33,0,14a63c4c514c52fbd7440fd2b2fdc8afSG,TERM_LOAN,9389.65,4/26/2019
05fd3291f80eb46b3f39229a879a5704,5/17/2022,KOTA KINABALU,26,Small,Organic,Motor Vehicles Repair,2120.03,1,85b6e92b2860147cbc79beae15d9d74fSG,TERM_LOAN,3129.88,5/30/2022
05fd9f1ada057632e2e25bdfbf547251,3/13/2023,Ampang,36,Small,Brokers,F&B,7100.04,0,ea4ce12dcd1b160d24387360da477a7cSG,TERM_LOAN,13082.91,4/3/2023
05ff536ce81fceacc68d4d7220fffc39,2/23/2021,KUALA LUMPUR,37,Small,Organic,Motor Vehicles Repair,2895.61,0,77fe6f1864b21015472f6a3a4bb788e2SG,TERM_LOAN,3129.88,3/11/2021
0632371c22e286e0938053fd8f0bc244,9/21/2022,SIBU,40,Medium,EDMs,Motor Vehicles Repair,33653.36,1,2903d5d3b220347b940a29e85320b6baSG,TERM_LOAN,34428.71,5/3/2023
0632371c22e286e0938053fd8f0bc244,9/21/2022,SIBU,40,Medium,Brokers,Motor Vehicles Repair,33653.36,1,6f76348adb237272623669f1e281eb10SG,TERM_LOAN,30046.87,10/3/2022
