CUSTOMER_ID,CUSTOMER_SIGN_UP_DATE,CUSTOMER_COMPANY_DISTRICT,CUSTOMER_AGE,CUSTOMER_COMPANY_SIZE,CUSTOMER_INDUSTRY,CUSTOMER_REVENUE_USD_AMT,CUSTOMER_TOTAL_LOAN_DEFAULTED_COUNT,TERM_LOAN_COUNT,CREDIT_LINE_COUNT,AVERAGE_LOAN_DISBURSAL_USD_AMOUNT,FIRST_LOAN_DISBURSAL_DATE_LCL_TS,CUSTOMER_ACQUISITION_SOURCE,DAYS_FROM_SIGNUP_TO_FIRST_LOAN,YEAR_JOINED,CUSTOMER_AGE_GROUP,Cluster
00824c727e3c219f734825beb0f86554,2022-06-20 00:00:00.000000,PUCHONG,37,Micro,Motor Vehicles Repair,1371.65,1,1,0,1564.94,2022-06-27 00:00:00.000000,Organic,7.0,2022,35-44 yo,0
00868ac4102b5e19e384edb1e64f292b,2021-01-31 00:00:00.000000,SUBANG JAYA,46,Small,Motor Vehicles Repair,12580.649999999996,1,1,11,5086.055833333333,2021-02-05 00:00:00.000000,Digital Marketing,5.0,2021,45-54 yo,1
008ec3c988a9b12f05b42ec7f3bec40c,2023-07-21 00:00:00.000000,DURIAN TUNGGAL,28,Small,Motor Vehicles Repair,1770.08,0,1,0,6392.79,2023-10-10 00:00:00.000000,Others,81.0,2023,25-34 yo,3
00a21b2bdf504c2dd85ba67a7b36e8f3,2020-12-23 00:00:00.000000,SEMENYIH,34,Small,F&B,9624.73,1,1,0,10954.59,2021-12-30 00:00:00.000000,Digital Marketing,372.0,2020,25-34 yo,2
00b97f89e0f626c9dfa7e1c2a0dffafe,2019-12-03 00:00:00.000000,LAHAT,45,Small,Motor Vehicles Repair,22249.53,1,1,0,15649.41,2021-07-01 00:00:00.000000,Employee Referrals,576.0,2019,45-54 yo,1
00cf0328e4477af3be61a1a5224d8aca,2022-02-03 00:00:00.000000,SUNGAI PETANI,36,Micro,Motor Vehicles Repair,1136.75,0,1,0,3098.58,2023-09-21 00:00:00.000000,Digital Marketing,595.0,2022,35-44 yo,0
00f96267e63bd74cee24f59bc7053758,2020-06-22 00:00:00.000000,PETALING JAYA,33,Small,Motor Vehicles Repair,3869.6,0,1,0,5633.79,2020-06-26 00:00:00.000000,Digital Marketing,4.0,2020,25-34 yo,1
013b1e6618de63dd97be1dd575057070,2022-08-16 00:00:00.000000,Cyberjaya,47,Small,F&B,10242.1,1,1,0,15649.41,2022-09-01 00:00:00.000000,Brokers,16.0,2022,45-54 yo,2
014e71299309383e3bfbadffa5a28275,2023-02-21 00:00:00.000000,Petaling Jaya,41,Medium,Motor Vehicles Repair,21035.61,0,1,0,34428.71,2023-03-07 00:00:00.000000,Brokers,14.0,2023,35-44 yo,3
016032be83b4e68a88d30f4db55c893e,2023-01-10 00:00:00.000000,TEMERLOH,43,Micro,Other Service Activities,5210.98,0,1,0,5508.59,2023-03-02 00:00:00.000000,Digital Marketing,51.0,2023,35-44 yo,0
016a798f253d73af6d812860962b7671,2021-07-05 00:00:00.000000,IPOH,40,Small,Motor Vehicles Repair,20628.91,1,2,0,15649.41,2022-08-08 00:00:00.000000,Employee Referrals,399.0,2021,35-44 yo,1
01715244447fc6eec099f2b8a2761e81,2022-05-18 00:00:00.000000,KUALA LUMPUR,29,Small,Information and Communication,1689.64,1,1,0,1877.93,2022-05-26 00:00:00.000000,Organic,8.0,2022,25-34 yo,2
017c0cd09b2e3b7c235a3e069ed3c115,2023-09-02 00:00:00.000000,BUKIT MERTAJAM,37,Small,"Agriculture, Forestry and Fishing",4285.57,0,1,0,12050.05,2023-09-13 00:00:00.000000,Brokers,11.0,2023,35-44 yo,3
018d825db948e6759b045477753ecc9a,2022-11-12 00:00:00.000000,JOHOR BAHRU,43,Small,Administrative and Support Service Activities,12241.02,0,1,0,15649.41,2022-11-29 00:00:00.000000,Organic,17.0,2022,35-44 yo,2
018e5ba546e002eca3b57dc38ed54194,2022-08-18 00:00:00.000000,KOTA KINABALU,46,Small,F&B,4540.62,0,1,0,4194.04,2022-09-06 00:00:00.000000,Platform Partners,19.0,2022,45-54 yo,2
0199911855e21c1b027d3946b0e5e25d,2022-05-17 00:00:00.000000,JOHOR BAHRU,31,Small,Motor Vehicles Repair,15559.39,0,1,0,15649.41,2022-05-31 00:00:00.000000,Digital Marketing,14.0,2022,25-34 yo,1
01e0a2bbe5804321c7b424123afe210b,2022-03-31 00:00:00.000000,KOTA KINABALU,35,Small,F&B,2134.57,0,2,0,1564.94,2022-04-28 00:00:00.000000,Digital Marketing,28.0,2022,35-44 yo,2
01fcce7f1de10fb1543a55a05c2e74df,2019-12-30 00:00:00.000000,SHAH ALAM,28,Micro,Professional Activities,2080.41,1,2,0,1564.94,2020-08-12 00:00:00.000000,Digital Marketing,226.0,2019,25-34 yo,0
024a5a91e57386955a7ad275bdba0364,2023-04-11 00:00:00.000000,BANDAR PUNCAK ALAM,31,Small,Motor Vehicles Repair,7138.63,1,1,0,16181.49,2023-04-27 00:00:00.000000,Organic,16.0,2023,25-34 yo,3
024f0877e61dbd314741b81415f9ec63,2020-11-15 00:00:00.000000,KUALA LUMPUR,30,Medium,Motor Vehicles Repair,47655.84,0,1,0,61439.6,2022-10-18 00:00:00.000000,Digital Marketing,702.0,2020,25-34 yo,1
0257be32536a80e5adfb50dcfa1db374,2021-01-31 00:00:00.000000,SHAH ALAM,38,Small,F&B,8382.04,1,3,0,4037.5499999999997,2021-03-17 00:00:00.000000,Digital Marketing,45.0,2021,35-44 yo,2
0260d82adff0cee03afa300b25687db7,2022-11-28 00:00:00.000000,KUALA LUMPUR,32,Micro,F&B,1843.43,1,1,0,3129.88,2022-12-13 00:00:00.000000,Platform Partners,15.0,2022,25-34 yo,0
0268fc4998228228976f022d021de4ec,2023-02-19 00:00:00.000000,BANDAR BARU BANGI,32,Micro,Professional Activities,8311.8,1,1,0,17214.36,2023-04-18 00:00:00.000000,Digital Marketing,58.0,2023,25-34 yo,0
0273287e9a6d381849f81ec7a0526243,2022-11-16 00:00:00.000000,KUANTAN,32,Small,Storage,22790.14,0,1,0,31298.83,2022-12-29 00:00:00.000000,Brokers,43.0,2022,25-34 yo,2
0279e460d4678d2fef95fb56acf39f57,2022-07-05 00:00:00.000000,PETALING JAYA,36,Micro,Administrative and Support Service Activities,7839.43,0,1,0,9389.65,2022-07-14 00:00:00.000000,EDMs,9.0,2022,35-44 yo,0
027cbd9b9f0681a3c1df2f42fd94a511,2018-10-07 00:00:00.000000,MUAR,55,Medium,Motor Vehicles Repair,33835.9,0,1,0,34428.71,2023-05-15 00:00:00.000000,Organic,1681.0,2018,55-64 yo,1
02888efa1e4921820a33ec7b5139040e,2023-01-30 00:00:00.000000,IPOH,40,Small,Other Service Activities,9944.66,1,1,0,20657.23,2023-03-15 00:00:00.000000,Organic,44.0,2023,35-44 yo,3
028c36807a7dcf232208280800fb046c,2022-07-28 00:00:00.000000,SERI KEMBANGAN,48,Small,F&B,8631.49,0,1,0,10579.0,2022-08-11 00:00:00.000000,Brokers,14.0,2022,45-54 yo,2
0294833935af3ece3da9e5b966cdbf69,2023-03-14 00:00:00.000000,LANGKAWI,30,Micro,Administrative and Support Service Activities,2682.31,0,2,0,3442.87,2023-03-24 00:00:00.000000,Organic,10.0,2023,25-34 yo,0
02e4dcc1bde9326c181b9967427fdea7,2022-08-30 00:00:00.000000,PETALING JAYA,30,Micro,Motor Vehicles Repair,1051.13,0,1,0,938.96,2022-09-08 00:00:00.000000,Organic,9.0,2022,25-34 yo,0
02e821fcdaca0c546a61e1814502bae2,2022-10-13 00:00:00.000000,PANDAN,29,Small,Motor Vehicles Repair,788.81,1,1,0,2503.91,2022-10-31 00:00:00.000000,Digital Marketing,18.0,2022,25-34 yo,1
02eeeff3639cc688907826f9ee6d3c0e,2022-08-29 00:00:00.000000,BUTTERWORTH,34,Micro,Motor Vehicles Repair,5235.55,0,1,0,5946.78,2022-10-20 00:00:00.000000,Digital Marketing,52.0,2022,25-34 yo,0
031dd4d888ffc104f27c6162129b52ae,2021-12-07 00:00:00.000000,SUBANG JAYA,36,Small,Professional Activities,24010.07,0,1,0,21909.18,2022-01-11 00:00:00.000000,Employee Referrals,35.0,2021,35-44 yo,2
0329f3d4d0e6ef997c105baaf1876c16,2019-06-13 00:00:00.000000,KAJANG,44,Medium,Motor Vehicles Repair,19656.42,0,1,0,25477.25,2023-12-22 00:00:00.000000,Organic,1653.0,2019,35-44 yo,1
0349b44d5e33422c5b127e7177bc3cd0,2022-07-18 00:00:00.000000,BESTARI JAYA,25,Micro,Motor Vehicles Repair,1132.35,0,1,0,1564.94,2023-01-09 00:00:00.000000,Digital Marketing,175.0,2022,25-34 yo,0
0358f3509d4017a0d6881a6c9a6c0267,2021-02-16 00:00:00.000000,LABUAN,43,Small,Motor Vehicles Repair,21621.9,0,2,0,11580.565,2021-02-25 00:00:00.000000,Employee Referrals,9.0,2021,35-44 yo,1
03667fb7e5293be394c3c51d01873475,2022-05-12 00:00:00.000000,BUTTERWORTH,51,Small,Construction,9203.92,1,2,0,8153.345,2022-06-08 00:00:00.000000,Employee Referrals,27.0,2022,45-54 yo,2
0375a8972279c2750174103a1852877a,2022-06-02 00:00:00.000000,CYBERJAYA,36,Small,Motor Vehicles Repair,19008.2,0,2,0,15649.41,2022-06-17 00:00:00.000000,Digital Marketing,15.0,2022,35-44 yo,1
03a9b41ed56852db4c9a8a5ba985c120,2020-08-07 00:00:00.000000,KUANTAN,22,Small,Motor Vehicles Repair,5528.09,1,1,0,3755.86,2020-08-13 00:00:00.000000,Digital Marketing,6.0,2020,18-24 yo,1
03b211ad1cbcc48b87dfb3ae8dac9513,2019-11-05 00:00:00.000000,PUCHONG,40,Small,Motor Vehicles Repair,3343.04,1,1,0,4694.82,2019-11-12 00:00:00.000000,Digital Marketing,7.0,2019,35-44 yo,1
03b9579a3a7e89f39239fe2bcab46b41,2022-03-17 00:00:00.000000,KOTA TINGGI,35,Micro,Motor Vehicles Repair,3698.35,0,2,0,3129.88,2022-03-28 00:00:00.000000,Digital Marketing,11.0,2022,35-44 yo,0
042cc07326c8730b9828facfaf353eeb,2023-05-02 00:00:00.000000,PUSING,26,Small,Motor Vehicles Repair,4746.32,0,1,0,7918.6,2023-05-17 00:00:00.000000,Brokers,15.0,2023,25-34 yo,3
04392f290adcb8e8994e5bc34ec7c3ad,2022-12-16 00:00:00.000000,BAHAU,42,Medium,Motor Vehicles Repair,1825.13,1,1,0,3442.87,2023-01-11 00:00:00.000000,Brokers,26.0,2022,35-44 yo,1
0443d8ac7b5b500dc6476ac4b004fd7f,2022-08-19 00:00:00.000000,MASJID TANAH,28,Micro,F&B,5035.01,0,1,0,2973.39,2022-11-15 00:00:00.000000,Organic,88.0,2022,25-34 yo,0
0447a24d925f906ed4b8ab693152d9ae,2022-10-17 00:00:00.000000,PETALING JAYA,32,Medium,Motor Vehicles Repair,7068.34,1,1,0,12206.54,2022-10-28 00:00:00.000000,Brokers,11.0,2022,25-34 yo,1
0469292dcd79b47c097b0d06ab3fab6f,2022-06-13 00:00:00.000000,BATU PAHAT,35,Small,Construction,5249.71,1,2,0,4694.82,2022-06-21 00:00:00.000000,Offline Marketing,8.0,2022,35-44 yo,2
047583362ad466d24c7840c25cb9819d,2019-01-09 00:00:00.000000,SUBANG JAYA,34,Small,Manufacturing,6033.36,1,1,0,7824.71,2022-08-22 00:00:00.000000,Digital Marketing,1321.0,2019,25-34 yo,2
047946fbd2ab04ba0d6aea8042018938,2022-08-16 00:00:00.000000,SHAH ALAM,38,Small,Motor Vehicles Repair,4207.57,0,2,0,3442.87,2022-09-01 00:00:00.000000,Digital Marketing,16.0,2022,35-44 yo,1
047b5dd8784c26913c0a5db62849c1d5,2022-06-12 00:00:00.000000,KLUANG,47,Small,Motor Vehicles Repair,5507.13,0,1,0,12738.62,2023-09-14 00:00:00.000000,Organic,459.0,2022,45-54 yo,1
047c8776bd95b4acef4dc9930522ad55,2023-02-23 00:00:00.000000,KLANG,49,Small,F&B,7341.28,1,1,0,13427.2,2023-03-03 00:00:00.000000,Organic,8.0,2023,45-54 yo,3
04bb3217a2ecd8269ca8fcf7f1121041,2021-08-30 00:00:00.000000,SEPANG,34,Small,F&B,3847.81,0,2,0,3129.88,2021-10-08 00:00:00.000000,Platform Partners,39.0,2021,25-34 yo,2
04c22073932ee30f1e37d091d0de613b,2022-12-16 00:00:00.000000,KUALA LUMPUR,38,Micro,F&B,9278.92,1,1,0,18059.42,2022-12-28 00:00:00.000000,Brokers,12.0,2022,35-44 yo,0
04dbd3a82342ea20240c7c9c3fc5c650,2021-11-02 00:00:00.000000,KUBANG SEMANG,37,Small,Motor Vehicles Repair,1209.67,0,1,0,1251.95,2021-11-24 00:00:00.000000,Platform Partners,22.0,2021,35-44 yo,1
04fc67b265790e203496ef02ca7aa310,2022-01-13 00:00:00.000000,SEREMBAN,35,Small,Storage,6361.73,0,2,0,3912.355,2022-01-26 00:00:00.000000,Others,13.0,2022,35-44 yo,2
0513aeeb3434d1e08aa8b25f2ba78786,2021-05-28 00:00:00.000000,KUALA LUMPUR,45,Small,F&B,9127.46,1,1,0,15649.41,2021-09-14 00:00:00.000000,Brokers,109.0,2021,45-54 yo,2
0514606580fb6b731e8d9f7a9da315c7,2023-04-04 00:00:00.000000,SEMPORNA,40,Small,Motor Vehicles Repair,4897.94,0,1,0,7230.03,2023-04-17 00:00:00.000000,Organic,13.0,2023,35-44 yo,3
055a9a133925e564c0f3666e71a098a4,2023-02-21 00:00:00.000000,BINTULU,38,Small,F&B,4955.78,1,1,0,9984.33,2023-03-17 00:00:00.000000,Brokers,24.0,2023,35-44 yo,3
05620c8771b0e90b3e93718e17668b6d,2022-08-03 00:00:00.000000,PASIR MAS,41,Micro,Motor Vehicles Repair,1029.32,1,1,0,1877.93,2022-08-12 00:00:00.000000,Digital Marketing,9.0,2022,35-44 yo,0
05765adf3c98f195db13a7e24a6b3fb7,2022-11-21 00:00:00.000000,MELAKA,44,Small,F&B,414.43,1,1,0,938.96,2022-11-29 00:00:00.000000,Platform Partners,8.0,2022,35-44 yo,2
057729cf50836d939d039adc4dbb45af,2023-03-13 00:00:00.000000,KLANG,39,Small,F&B,39216.41,0,1,0,68857.42,2023-04-06 00:00:00.000000,Organic,24.0,2023,35-44 yo,3
0581e3a56ab51db67e8bc93a8992d626,2022-03-10 00:00:00.000000,KUALA LUMPUR,51,Micro,F&B,1971.25,0,1,0,2410.01,2023-03-20 00:00:00.000000,Digital Marketing,375.0,2022,45-54 yo,0
058797a92f237962871c32ca7b572faa,2021-09-13 00:00:00.000000,SEREMBAN,43,Small,Motor Vehicles Repair,9971.96,0,2,0,5477.295,2021-09-22 00:00:00.000000,Employee Referrals,9.0,2021,35-44 yo,1
058e5e6b3df0f6b8f4db90151f4849ea,2021-03-16 00:00:00.000000,KEPONG,34,Small,Motor Vehicles Repair,8566.28,0,1,0,10015.62,2022-10-17 00:00:00.000000,Others,580.0,2021,25-34 yo,1
05cb9e14177100422db31d2a16fa724a,2022-12-05 00:00:00.000000,RAWANG,31,Small,Storage,3854.37,0,1,0,4694.82,2022-12-19 00:00:00.000000,Digital Marketing,14.0,2022,25-34 yo,2
05fd3291f80eb46b3f39229a879a5704,2022-05-17 00:00:00.000000,KOTA KINABALU,26,Small,Motor Vehicles Repair,2120.03,1,1,0,3129.88,2022-05-30 00:00:00.000000,Organic,13.0,2022,25-34 yo,1
05fd9f1ada057632e2e25bdfbf547251,2023-03-13 00:00:00.000000,AMPANG,36,Small,F&B,7100.04,0,1,0,13082.91,2023-04-03 00:00:00.000000,Brokers,21.0,2023,35-44 yo,3
05ff536ce81fceacc68d4d7220fffc39,2021-02-23 00:00:00.000000,KUALA LUMPUR,37,Small,Motor Vehicles Repair,2895.61,0,1,0,3129.88,2021-03-11 00:00:00.000000,Organic,16.0,2021,35-44 yo,1
0632371c22e286e0938053fd8f0bc244,2022-09-21 00:00:00.000000,SIBU,40,Medium,Motor Vehicles Repair,33653.36,1,2,0,32237.79,2022-10-03 00:00:00.000000,Brokers,12.0,2022,35-44 yo,1
06406e66f8f344023aa01a5e2e5fdb5d,2023-04-25 00:00:00.000000,Seremban,51,Small,Administrative and Support Service Activities,4406.68,0,1,0,9295.75,2023-05-12 00:00:00.000000,Brokers,17.0,2023,45-54 yo,3
06487c4732bbbf1a261ec01d8f1f895f,2023-04-14 00:00:00.000000,LAHAD DATU,41,Micro,Storage,4073.43,0,1,0,6885.74,2023-05-30 00:00:00.000000,Brokers,46.0,2023,35-44 yo,0
06593b16ce93e0ab16bccde64daec3c1,2022-06-29 00:00:00.000000,CHERAS,29,Small,Administrative and Support Service Activities,730.93,0,1,0,938.96,2022-11-25 00:00:00.000000,Organic,149.0,2022,25-34 yo,2
065ccff84a6b15a586c3f026af76dff9,2023-07-18 00:00:00.000000,PUCHONG,48,Small,Motor Vehicles Repair,2824.96,0,1,0,7402.17,2023-08-07 00:00:00.000000,Brokers,20.0,2023,45-54 yo,3
067b4062f55f4fcba46bb07e529f165d,2022-09-22 00:00:00.000000,PETALING JAYA,37,Micro,Motor Vehicles Repair,1355.16,0,1,0,1658.84,2022-10-12 00:00:00.000000,Platform Partners,20.0,2022,35-44 yo,0
068c907ccac81a61787d3cf4987d6482,2023-07-22 00:00:00.000000,PUCHONG,42,Micro,Motor Vehicles Repair,1042.63,0,1,0,2203.44,2023-07-31 00:00:00.000000,Platform Partners,9.0,2023,35-44 yo,0
0697873e530939a4af08302cd657914c,2021-09-16 00:00:00.000000,BUKIT MERTAJAM,27,Micro,Storage,3663.65,1,3,0,2232.65,2021-09-23 00:00:00.000000,Organic,7.0,2021,25-34 yo,0
06a23bd81d6bf2ab04997d0d68c40e3b,2022-05-10 00:00:00.000000,SHAH ALAM,31,Small,Motor Vehicles Repair,15984.25,1,2,0,15649.41,2022-06-22 00:00:00.000000,Digital Marketing,43.0,2022,25-34 yo,1
06ac1f86cfd13a716859a2a61a4ce915,2023-08-14 00:00:00.000000,BERANANG,37,Small,Motor Vehicles Repair,6239.07,0,0,4,26760.5,2023-09-18 00:00:00.000000,Others,35.0,2023,35-44 yo,3
06c3cb2a67dabbfe2429f4830e8df11d,2020-09-25 00:00:00.000000,KUANTAN,36,Small,Motor Vehicles Repair,10455.07,0,2,0,6870.094999999999,2020-10-14 00:00:00.000000,Organic,19.0,2020,35-44 yo,1
06c8604af323c891ab4daf08023574fa,2023-10-18 00:00:00.000000,JOHOR BAHRU,52,Small,Storage,2163.87,0,1,0,6197.17,2023-10-31 00:00:00.000000,Others,13.0,2023,45-54 yo,3
06e42f945bcef0caa94ace55f6afb8c1,2020-12-17 00:00:00.000000,KUALA LUMPUR,40,Medium,Motor Vehicles Repair,60363.59,1,4,0,24726.075,2020-12-21 00:00:00.000000,Digital Marketing,4.0,2020,35-44 yo,1
06ec3a8bae98b82a38831f6ae0567a3f,2022-12-20 00:00:00.000000,KUALA LUMPUR,32,Micro,Storage,5966.98,0,1,0,6259.77,2023-01-06 00:00:00.000000,Organic,17.0,2022,25-34 yo,0
06f63c02eb85ebbdeb0214ccf40ce882,2022-07-07 00:00:00.000000,PETALING JAYA,37,Small,F&B,13635.52,0,1,0,20031.25,2022-07-18 00:00:00.000000,Organic,11.0,2022,35-44 yo,2
070bf044a146c5f164f45bf2e0127cdb,2022-11-10 00:00:00.000000,PETALING JAYA,31,Small,Motor Vehicles Repair,10708.91,0,1,0,15649.41,2022-12-01 00:00:00.000000,Platform Partners,21.0,2022,25-34 yo,1
07193986267186b55ac2128171b08328,2022-06-21 00:00:00.000000,KUCHING,36,Small,Administrative and Support Service Activities,3085.57,0,1,0,3755.86,2022-07-27 00:00:00.000000,Digital Marketing,36.0,2022,35-44 yo,2
0746b9f74793df060359305df7b28661,2021-04-02 00:00:00.000000,CHERAS,32,Small,Motor Vehicles Repair,5113.5,0,1,0,6259.77,2021-04-23 00:00:00.000000,Platform Partners,21.0,2021,25-34 yo,1
07472ebe9ff0b8fe2fe779adfc021bb9,2023-02-23 00:00:00.000000,MELAKA,30,Small,Motor Vehicles Repair,6932.19,0,1,0,10328.61,2023-03-07 00:00:00.000000,Digital Marketing,12.0,2023,25-34 yo,3
07473611301202a627ac9d00aa012439,2022-07-15 00:00:00.000000,KOTA SAMARAHAN,33,Small,Manufacturing,26565.6,0,1,0,26604.0,2022-07-25 00:00:00.000000,Digital Marketing,10.0,2022,25-34 yo,2
0748ad20ddfd99cfb10bc302a103e4ae,2019-08-13 00:00:00.000000,KUALA LUMPUR,42,Small,Other Service Activities,2907.2100000000005,0,3,0,1564.9399999999998,2020-08-10 00:00:00.000000,Organic,363.0,2019,35-44 yo,2
076b4f2a4ef466a2b3cb6fcd5fc68745,2023-02-17 00:00:00.000000,KUALA LUMPUR,38,Small,Administrative and Support Service Activities,15453.540000000005,0,0,10,25039.062,2023-04-12 00:00:00.000000,EDMs,54.0,2023,35-44 yo,3
0779b7d3237383c34bd8e9d15fd65387,2023-02-03 00:00:00.000000,PUCHONG,30,Micro,F&B,1205.69,0,1,0,1377.15,2023-02-23 00:00:00.000000,Digital Marketing,20.0,2023,25-34 yo,0
07954f6c1395e4761652082f34086460,2020-03-06 00:00:00.000000,PETALING JAYA,40,Small,Information and Communication,10748.75,0,1,0,15649.41,2020-06-10 00:00:00.000000,Organic,96.0,2020,35-44 yo,2
07ba493ed2905f745cc05449d41e70ec,2022-10-19 00:00:00.000000,KUALA LUMPUR,45,Small,F&B,16056.53,0,1,0,21909.18,2022-12-13 00:00:00.000000,Brokers,55.0,2022,45-54 yo,2
07d34a205b4b38f9aa60f1b2f36da9fc,2021-04-21 00:00:00.000000,KUALA KANGSAR,40,Small,Motor Vehicles Repair,3072.16,0,1,0,6259.77,2021-04-30 00:00:00.000000,Employee Referrals,9.0,2021,35-44 yo,1
07dc463f3b11b4f998e95d4441043803,2020-08-08 00:00:00.000000,KUALA LUMPUR,47,Small,Motor Vehicles Repair,10997.8,0,2,0,6729.245,2022-06-22 00:00:00.000000,Digital Marketing,683.0,2020,45-54 yo,1
07f2ab159ea23b39790a5af70dfe28fd,2022-07-20 00:00:00.000000,RANAU,54,Small,Motor Vehicles Repair,2356.24,1,1,0,3129.88,2022-07-29 00:00:00.000000,Employee Referrals,9.0,2022,45-54 yo,1
0802d07099b1bcf5f0503157c9da286d,2023-05-29 00:00:00.000000,JOHOR BAHRU,34,Small,F&B,3971.0800000000004,0,0,6,10328.61,2023-07-11 00:00:00.000000,Digital Marketing,43.0,2023,25-34 yo,3
081bedcca3054e5502e4f535617ae46c,2020-09-10 00:00:00.000000,KAMUNTING,34,Small,Motor Vehicles Repair,8730.02,0,2,0,8763.67,2022-09-20 00:00:00.000000,Digital Marketing,740.0,2020,25-34 yo,1
081eed3afcaeebf8cbcaecc71156a546,2022-03-09 00:00:00.000000,GEMAS,29,Small,F&B,4286.11,0,1,0,3129.88,2022-04-25 00:00:00.000000,Platform Partners,47.0,2022,25-34 yo,2
0827812838fcf23fd393b715e4373811,2020-09-28 00:00:00.000000,CHERAS,45,Medium,Other Service Activities,14639.62,0,1,0,15649.41,2020-10-07 00:00:00.000000,Offline Marketing,9.0,2020,45-54 yo,2
0835b0d26c0edb5f6ac2b1639143fd74,2022-02-09 00:00:00.000000,KUALA LUMPUR,34,Small,"Arts, Entertainment and Recreation",1491.37,0,1,0,1564.94,2022-02-24 00:00:00.000000,Organic,15.0,2022,25-34 yo,2
083bb721e0ab0d4e2535a45ff7e25c42,2018-09-25 00:00:00.000000,BALAKONG,44,Small,Manufacturing,2149.71,0,1,0,3129.88,2019-03-22 00:00:00.000000,Offline Marketing,178.0,2018,35-44 yo,2
0843fdd68d69370583f070b1b345c757,2022-07-21 00:00:00.000000,KLANG,33,Medium,Construction,37945.13,0,2,0,31298.83,2022-07-28 00:00:00.000000,Employee Referrals,7.0,2022,25-34 yo,2
08596eaaf36e7d4d2670c98768e887ee,2019-12-10 00:00:00.000000,ALOR SETAR,38,Micro,Other Service Activities,2989.22,0,1,0,2503.91,2020-01-13 00:00:00.000000,Digital Marketing,34.0,2019,35-44 yo,0
086d59a64ca21180a417fb84c16711e1,2022-08-02 00:00:00.000000,GEORGETOWN,40,Small,Other Service Activities,6266.16,0,1,0,5414.7,2022-08-09 00:00:00.000000,Digital Marketing,7.0,2022,35-44 yo,2
0879a5b3dbe8ec7fbfc765c6785df9ad,2022-07-27 00:00:00.000000,KUALA LUMPUR,36,Micro,F&B,2674.01,1,1,0,4037.55,2022-08-05 00:00:00.000000,EDMs,9.0,2022,35-44 yo,0
087bd9a48938f23173c4d82103752094,2021-11-18 00:00:00.000000,KAJANG,27,Small,Human Health and Social Work Activities,21723.45,2,2,0,10172.115,2021-11-29 00:00:00.000000,Platform Partners,11.0,2021,25-34 yo,2
